vendor_name,slug,category_1,category_2,category_3,category_4,category_5,category_6,price_band,description,phone,address,area,city,state,country,latitude,longitude,is_active,monday_open,monday_close,tuesday_open,tuesday_close,wednesday_open,wednesday_close,thursday_open,thursday_close,friday_open,friday_close,saturday_open,saturday_close,sunday_open,sunday_close,dish_1_name,dish_1_description,dish_1_image_url,dish_2_name,dish_2_description,dish_2_image_url,dish_3_name,dish_3_description,dish_3_image_url,image_url_1,image_sort_order_1,image_url_2,image_sort_order_2
SANA'S FOOD COMBO,sana-s-food-combo,breakfast,lunch,dinner,drinks,,,budget,"She sells Indomie and 2eggs for N1200-1500. Jollof rice and meat with Salad N1500-1700 Fried rice and meat with Salad for N1500-1700 Drinks from N400-2,000",09066601694,Legislative quarters No 2 IDRIS GARBA CLOSE Apo.,Apo,Abuja,FCT,Nigeria,9.0121238,7.4780563,true,08:00 AM,10:00 PM,08:00 AM,10:00 PM,08:00 AM,10:00 PM,08:00 AM,10:00 PM,08:00 AM,10:00 PM,08:00 AM,10:00 PM,,,"jollof rice and meat with Salad, indomie and egg",She sells Indomie and 2eggs for N1200-1500. Jollof rice and meat with Salad N1500-1700 Fried rice and meat with Salad for N1500-1700,,"jollof rice and meat with Salad, indomie and egg",She sells Indomie and 2eggs for N1200-1500. Jollof rice and meat with Salad N1500-1700 Fried rice and meat with Salad for N1500-1700,,"jollof rice and meat with Salad, indomie and egg",She sells Indomie and 2eggs for N1200-1500. Jollof rice and meat with Salad N1500-1700 Fried rice and meat with Salad for N1500-1700,,,,,
Mummy Samuel,mummy-samuel,breakfast,lunch,dinner,rice,swallow,,budget,"She sells Rice and stew with beans N1,200-1,500  Swallow:Apu, Eba, Tuwomasara, garri  Soup: Biterleaf soup, Egusi,Oha,okro, Ogbono, etc.ranging from N1500-2,000.",08162951003,"Legislative quarters,Jim Nwobodo Street  Apo",Apo,Abuja,FCT,Nigeria,9.0154183,7.48145,true,09:00 AM,06:00 PM,09:00 AM,05:30 PM,09:00 AM,05:30 PM,09:00 AM,05:30 PM,09:00 AM,06:00 PM,09:00 AM,06:00 PM,,,"Rice and stew with beans, Swallow,and Soup.","She sells Rice and stew with beans N1,200-1,500  Swallow:Apu, Eba, Tuwomasara, garri  Soup: Biterleaf soup, Egusi,Oha,okro, Ogbono, etc.ranging from N1500-2,000",,"Rice and stew with beans, Swallow,and Soup.","She sells Rice and stew with beans N1,200-1,500  Swallow:Apu, Eba, Tuwomasara, garri  Soup: Biterleaf soup, Egusi,Oha,okro, Ogbono, etc.ranging from N1500-2,000",,"Rice and stew with beans, Swallow,and Soup.","She sells Rice and stew with beans N1,200-1,500  Swallow:Apu, Eba, Tuwomasara, garri  Soup: Biterleaf soup, Egusi,Oha,okro, Ogbono, etc.ranging from N1500-2,000",,,,,
Zoveno kitchen,zoveno-kitchen-row-028,breakfast,lunch,dinner,,,,budget,"She sells Masa and Sauce N1500,  Indomie and egg N1700, Local moi moi in a tin, Magirgi Special and Tuwoshinkafa N4,000, Afang soup and Tuwoshinkafa N3,500, Egusi, vegetable or okro is N2,000 White soup and pounded yam N3,500.",07060884729,Legislative quarters Jim Nwobodo Street Apo.,Apo,Abuja,FCT,Nigeria,9.016075,7.4809089,true,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,"Indomie and egg, Masa and Sauce, Tuwoshinkafa and Afang soup etc.","She sells Masa and Sauce N1500,  Indomie and egg N1700, Local moi moi in a tin, Magirgi Special and Tuwoshinkafa N4,000, Afang soup and Tuwoshinkafa N3,500, Egusi, vegetable or okro is N2,000 White soup and pounded yam N3,500.",,"Indomie and egg, Masa and Sauce, Tuwoshinkafa and Afang soup etc.","She sells Masa and Sauce N1500,  Indomie and egg N1700, Local moi moi in a tin, Magirgi Special and Tuwoshinkafa N4,000, Afang soup and Tuwoshinkafa N3,500, Egusi, vegetable or okro is N2,000 White soup and pounded yam N3,500.",,"Indomie and egg, Masa and Sauce, Tuwoshinkafa and Afang soup etc.","She sells Masa and Sauce N1500,  Indomie and egg N1700, Local moi moi in a tin, Magirgi Special and Tuwoshinkafa N4,000, Afang soup and Tuwoshinkafa N3,500, Egusi, vegetable or okro is N2,000 White soup and pounded yam N3,500.",,,,,
Zoveno kitchen,zoveno-kitchen-row-029,breakfast,lunch,dinner,,,,budget,"She sells Masa and Sauce N1500,  Indomie and egg N1700, Local moi moi in a tin, Magirgi Special and Tuwoshinkafa N4,000, Afang soup and Tuwoshinkafa N3,500, Egusi, vegetable or okro is N2,000 White soup and pounded yam N3,500.",07060884729,Legislative quarters Jim Nwobodo Street Apo.,Apo,Abuja,FCT,Nigeria,9.016075,7.4809089,true,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,"Indomie and egg, Masa and Sauce, Tuwoshinkafa and Afang soup etc.","She sells Masa and Sauce N1500,  Indomie and egg N1700, Local moi moi in a tin, Magirgi Special and Tuwoshinkafa N4,000, Afang soup and Tuwoshinkafa N3,500, Egusi, vegetable or okro is N2,000 White soup and pounded yam N3,500.",,"Indomie and egg, Masa and Sauce, Tuwoshinkafa and Afang soup etc.","She sells Masa and Sauce N1500,  Indomie and egg N1700, Local moi moi in a tin, Magirgi Special and Tuwoshinkafa N4,000, Afang soup and Tuwoshinkafa N3,500, Egusi, vegetable or okro is N2,000 White soup and pounded yam N3,500.",,"Indomie and egg, Masa and Sauce, Tuwoshinkafa and Afang soup etc.","She sells Masa and Sauce N1500,  Indomie and egg N1700, Local moi moi in a tin, Magirgi Special and Tuwoshinkafa N4,000, Afang soup and Tuwoshinkafa N3,500, Egusi, vegetable or okro is N2,000 White soup and pounded yam N3,500.",,,,,
Madam Jos,madam-jos,breakfast,lunch,dinner,rice,swallow,,budget,"She sells Rice and stew with meat N1500 Jollof rice, salad and meat N2,000 porridge beans with yam N1,000 Swallow: Apu, Semo and garri  Soup: Egusi,oha, vegetable Okro N1500 fried plantain N500",08135120799,Obiaja Close opposite Akintola Bulavad Along Gariki Market.,Garki,Abuja,FCT,Nigeria,9.018934,7.4920715,true,,,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,,,"plantain, and beans, Rice and stew, swallow and soup","She sells Rice and stew with meat N1500 Jollof rice, salad and meat N2,000 porridge beans with yam N1,000 Swallow: Apu, Semo and garri  Soup: Egusi,oha, vegetable Okro N1500 fried plantain N500",,"plantain, and beans, Rice and stew, swallow and soup","She sells Rice and stew with meat N1500 Jollof rice, salad and meat N2,000 porridge beans with yam N1,000 Swallow: Apu, Semo and garri  Soup: Egusi,oha, vegetable Okro N1500 fried plantain N500",,"plantain, and beans, Rice and stew, swallow and soup","She sells Rice and stew with meat N1500 Jollof rice, salad and meat N2,000 porridge beans with yam N1,000 Swallow: Apu, Semo and garri  Soup: Egusi,oha, vegetable Okro N1500 fried plantain N500",,,,,
Mama Hassan,mama-hassan,breakfast,lunch,dinner,grills,swallow,,budget,"Tuwo ndawa N300, Shinkafa Jollof N1500,Tuwoshinkafa N500, Masa and Soup N100-500,1,000 and Yaji pepper, yaji kuli Kuli, Rice and stew with meat,N1,500, ARABIAN TEA N500-1500 pepper with assorted intestines N1,000",07030181772,Enough stress By Lagos Street opposite H-medix,Garki,Abuja,FCT,Nigeria,9.0239963,7.4874059,true,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,06:00 AM,12:00 AM,"Tuwoshinkafa, Tuwomasara Masa with Soup, and yaji pepper etc.","Tuwo ndawa N300, Shinkafa Jollof N1500,Tuwoshinkafa N500, Masa and Soup N100-500,1,000 and Yaji pepper, yaji kuli Kuli, Rice and stew with meat,N1,500, ARABIAN TEA N500-1500 pepper with assorted intestines N1,000",,"Tuwoshinkafa, Tuwomasara Masa with Soup, and yaji pepper etc.","Tuwo ndawa N300, Shinkafa Jollof N1500,Tuwoshinkafa N500, Masa and Soup N100-500,1,000 and Yaji pepper, yaji kuli Kuli, Rice and stew with meat,N1,500, ARABIAN TEA N500-1500 pepper with assorted intestines N1,000",,"Tuwoshinkafa, Tuwomasara Masa with Soup, and yaji pepper etc.","Tuwo ndawa N300, Shinkafa Jollof N1500,Tuwoshinkafa N500, Masa and Soup N100-500,1,000 and Yaji pepper, yaji kuli Kuli, Rice and stew with meat,N1,500, ARABIAN TEA N500-1500 pepper with assorted intestines N1,000",,,,,
Nikxy nice,nikxy-nice,drinks,snacks,,,,,budget,"She sells Egg roll N700, mearpie, N1,200, sausage roll N1,000, Slice Cake, N1,000, Doghnut N400, Chin chin N1,000-35,000(25kg), Puff puff 5 for N400, Bons N100, Fish roll N1,000, Samosa,and Spring rolls both fried And fresh ranging from N300 and above.",08054493151,No 56 Sukka Street  Gariki Abuja,Garki,Abuja,FCT,Nigeria,9.0224526,7.4876739,true,09:00 AM,04:00 PM,09:00 AM,04:00 PM,09:00 AM,04:00 PM,09:00 AM,04:00 PM,09:00 AM,04:00 PM,09:00 AM,04:00 PM,,,"Samosa,spring rolls, Puff puff, Meatpie etc.","She sells Egg roll N700, mearpie, N1,200, sausage roll N1,000, Slice Cake, N1,000, Doghnut N400, Chin chin N1,000-35,000(25kg), Puff puff 5 for N400, Bons N100, Fish roll N1,000, Samosa,and Spring rolls both fried And fresh ranging from N300 and above.",,"Samosa,spring rolls, Puff puff, Meatpie etc.","She sells Egg roll N700, mearpie, N1,200, sausage roll N1,000, Slice Cake, N1,000, Doghnut N400, Chin chin N1,000-35,000(25kg), Puff puff 5 for N400, Bons N100, Fish roll N1,000, Samosa,and Spring rolls both fried And fresh ranging from N300 and above.",,"Samosa,spring rolls, Puff puff, Meatpie etc.","She sells Egg roll N700, mearpie, N1,200, sausage roll N1,000, Slice Cake, N1,000, Doghnut N400, Chin chin N1,000-35,000(25kg), Puff puff 5 for N400, Bons N100, Fish roll N1,000, Samosa,and Spring rolls both fried And fresh ranging from N300 and above.",,,,,
Magdalene,magdalene,breakfast,,,,,,budget,"She sells KoKo(pap) N300-500 Akara N50,",08169544394,"Suka street opposite Correct place, Adjacent to Lagos Street.",Garki,Abuja,FCT,Nigeria,9.0216288,7.4872872,true,06:00 AM,11:00 AM,06:00 AM,11:00 AM,06:00 AM,11:00 AM,06:00 AM,11:00 AM,06:00 AM,11:00 AM,06:00 AM,11:00 AM,,,Pap and Akara,"She sells KoKo(pap) N300-500 Akara N50,",,Pap and Akara,"She sells KoKo(pap) N300-500 Akara N50,",,Pap and Akara,"She sells KoKo(pap) N300-500 Akara N50,",,,,,
G&G Restaurant,g-g-restaurant,breakfast,lunch,dinner,rice,snacks,swallow,budget,"She sells, Rice and stew with meat N1,200 Jollof rice with meat and Fish N1,700-2000 Swallow: Apu, Semo Garri, Wheat pounded yam. Soup; Afang, Egusi, biterleaf, vegetable soup and Ogbono.from N1,200-1700.",08141301325,Lagos Street Gariki village front of Police veterinary hospital.,Garki,Abuja,FCT,Nigeria,9.021222,7.4854184,true,09:00 AM,08:00 AM,09:00 AM,08:00 AM,09:00 AM,08:00 PM,09:00 AM,08:00 PM,09:00 AM,08:00 PM,09:00 AM,08:00 AM,,,"Jollof rice, rice and stew, swallow and soup, Moi Moi.","She sells, Rice and stew with meat N1,200 Jollof rice with meat and Fish N1,700-2000 Swallow: Apu, Semo Garri, Wheat pounded yam. Soup; Afang, Egusi, biterleaf, vegetable soup and Ogbono.from N1,200-1700.",,"Jollof rice, rice and stew, swallow and soup, Moi Moi.","She sells, Rice and stew with meat N1,200 Jollof rice with meat and Fish N1,700-2000 Swallow: Apu, Semo Garri, Wheat pounded yam. Soup; Afang, Egusi, biterleaf, vegetable soup and Ogbono.from N1,200-1700.",,"Jollof rice, rice and stew, swallow and soup, Moi Moi.","She sells, Rice and stew with meat N1,200 Jollof rice with meat and Fish N1,700-2000 Swallow: Apu, Semo Garri, Wheat pounded yam. Soup; Afang, Egusi, biterleaf, vegetable soup and Ogbono.from N1,200-1700.",,,,,
Mama Obinna,mama-obinna-row-035,breakfast,lunch,rice,swallow,,,budget,"She sells Jollof rice, and meat N1,300, Rice and stew with meat N1,300 Beans and Yam with meat N1,500 Swallow: Apu, garri, Semo  Soup: Egusi, ogbono, okro, oha. ranging from N1,300-1500. Moi Moi 2 for N500.",07035683344,Akakuku street Gariki B4 H-medix pharmacy.,Garki,Abuja,FCT,Nigeria,9.0233273,7.4855401,true,06:00 AM,01:00 PM,06:00 AM,01:00 PM,06:00 AM,01:00 PM,06:00 AM,01:00 PM,06:00 AM,01:00 PM,06:00 AM,01:00 PM,,,"Jollof rice, rice and stew, swallow and soup, Moi Moi.","She sells Jollof rice, and meat N1,300, Rice and stew with meat N1,300 Beans and Yam with meat N1,500 Swallow: Apu, garri, Semo  Soup: Egusi, ogbono, okro, oha. ranging from N1,300-1500. Moi Moi 2 for N500.",,"Jollof rice, rice and stew, swallow and soup, Moi Moi.","She sells Jollof rice, and meat N1,300, Rice and stew with meat N1,300 Beans and Yam with meat N1,500 Swallow: Apu, garri, Semo  Soup: Egusi, ogbono, okro, oha. ranging from N1,300-1500. Moi Moi 2 for N500.",,"Jollof rice, rice and stew, swallow and soup, Moi Moi.","She sells Jollof rice, and meat N1,300, Rice and stew with meat N1,300 Beans and Yam with meat N1,500 Swallow: Apu, garri, Semo  Soup: Egusi, ogbono, okro, oha. ranging from N1,300-1500. Moi Moi 2 for N500.",,,,,
Mma Afam,mma-afam,drinks,snacks,,,,,budget,"BonesN100, Egg Roll N500, Fish roll N400, Bread Bones N300, Apu,N200, Bread,N300-500 Zobo drink N200, Kunu,N300, Bottle Mineral N400, plastic Mineral N500, Bottle water N200.",08134703961,Kado by Gwarimkpa plaza.,Kado,Abuja,FCT,Nigeria,9.0664762,7.3964027,true,06:00 AM,05:00 PM,06:00 AM,05:00 PM,06:00 AM,05:00 PM,06:00 AM,05:00 PM,06:00 AM,05:00 PM,06:00 AM,05:00 PM,,,"Bons, puff,puff, egg roll, mineral and Zobo.","BonesN100, Egg Roll N500, Fish roll N400, Bread Bones N300, Apu,N200, Bread,N300-500 Zobo drink N200, Kunu,N300, Bottle Mineral N400, plastic Mineral N500, Bottle water N200.",,"Bons, puff,puff, egg roll, mineral and Zobo.","BonesN100, Egg Roll N500, Fish roll N400, Bread Bones N300, Apu,N200, Bread,N300-500 Zobo drink N200, Kunu,N300, Bottle Mineral N400, plastic Mineral N500, Bottle water N200.",,"Bons, puff,puff, egg roll, mineral and Zobo.","BonesN100, Egg Roll N500, Fish roll N400, Bread Bones N300, Apu,N200, Bread,N300-500 Zobo drink N200, Kunu,N300, Bottle Mineral N400, plastic Mineral N500, Bottle water N200.",,,,,
Mme Yam,mme-yam,breakfast,lunch,dinner,,,,budget,"She sells Roasted yam and porridge beans with kpomo N1500 Beans and plantain with kpomo N1,500",07081623545,Mr Bala kona street Kado life camp.,Life Camp,Abuja,FCT,Nigeria,9.067795,7.4001182,true,09:00 AM,06:00 PM,09:00 AM,06:00 PM,09:00 AM,06:00 PM,09:00 AM,06:00 PM,09:00 AM,06:00 PM,09:00 AM,06:00 PM,,,"porridge beans, Roasted yam and plantain with kpomo","She sells Roasted yam and porridge beans with kpomo N1500 Beans and plantain with kpomo N1,500",,"porridge beans, Roasted yam and plantain with kpomo","She sells Roasted yam and porridge beans with kpomo N1500 Beans and plantain with kpomo N1,500",,"porridge beans, Roasted yam and plantain with kpomo","She sells Roasted yam and porridge beans with kpomo N1500 Beans and plantain with kpomo N1,500",,,,,
China,china,breakfast,lunch,dinner,rice,swallow,,budget,"Rice and stew beans and meat N1,200 jollof with salad and meat N1,500 Swallow; Semo, Apu, garri Soup; Vegetable, Egusi, ogbono, Banger N1,500. Goat meat pepper soup with Agidi N1,500 fried Chicken,egg, roasted yam and plantain. porridge beans and yam N1,000",09131295286,Lifecamp Bella view phase 3,Life Camp,Abuja,FCT,Nigeria,9.0682094,7.4081856,true,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,,,"Rice, beans, yam, fried plantain, Agidi and pepper soup, swallow and soup.","Rice and stew beans and meat N1,200 jollof with salad and meat N1,500 Swallow; Semo, Apu, garri Soup; Vegetable, Egusi, ogbono, Banger N1,500. Goat meat pepper soup with Agidi N1,500 fried Chicken,egg, roasted yam and plantain. porridge beans and yam N1,000",,"Rice, beans, yam, fried plantain, Agidi and pepper soup, swallow and soup.","Rice and stew beans and meat N1,200 jollof with salad and meat N1,500 Swallow; Semo, Apu, garri Soup; Vegetable, Egusi, ogbono, Banger N1,500. Goat meat pepper soup with Agidi N1,500 fried Chicken,egg, roasted yam and plantain. porridge beans and yam N1,000",,"Rice, beans, yam, fried plantain, Agidi and pepper soup, swallow and soup.","Rice and stew beans and meat N1,200 jollof with salad and meat N1,500 Swallow; Semo, Apu, garri Soup; Vegetable, Egusi, ogbono, Banger N1,500. Goat meat pepper soup with Agidi N1,500 fried Chicken,egg, roasted yam and plantain. porridge beans and yam N1,000",,,,,
Aunty Indomie,aunty-indomie,breakfast,lunch,dinner,drinks,,,budget,"She sells Indomie and 2eggs N2,000-2500 Jollof spaghetti a plate with Beef N2,500 Drinks: Energy drink,Fearless, Maltina, Bottle water, Fanta and coke price ranging from N500-800.",08088576176,Lifecamp opposite Polaris bank front of Rufaidai Yoghurt,Life Camp,Abuja,FCT,Nigeria,9.0674206,7.4045409,true,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,,,"Drinks, spaghetti, Indomie, and egg","She sells Indomie and 2eggs N2,000-2500 Jollof spaghetti a plate with Beef N2,500 Drinks: Energy drink,Fearless, Maltina, Bottle water, Fanta and coke price ranging from N500-800.",,"Drinks, spaghetti, Indomie, and egg","She sells Indomie and 2eggs N2,000-2500 Jollof spaghetti a plate with Beef N2,500 Drinks: Energy drink,Fearless, Maltina, Bottle water, Fanta and coke price ranging from N500-800.",,"Drinks, spaghetti, Indomie, and egg","She sells Indomie and 2eggs N2,000-2500 Jollof spaghetti a plate with Beef N2,500 Drinks: Energy drink,Fearless, Maltina, Bottle water, Fanta and coke price ranging from N500-800.",,,,,
Mama Ezikel,mama-ezikel,breakfast,lunch,dinner,rice,swallow,,budget,"Rice and stew with  Beans, Meat and fish N1,500 Swallow: Apu, Semo and garri  Soup Egusi, bitter leaf, vegetable and okro soup, ranging from N1200-1500.",07012521524,Lifecamp opposite Melani wellness front of Rufaidai Yoghurt,Life Camp,Abuja,FCT,Nigeria,9.0674361,7.4042659,true,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,,,"Rice, beans, spaghetti, and swallow","Rice and stew with  Beans, Meat and fish N1,500 Swallow: Apu, Semo and garri  Soup Egusi, bitter leaf, vegetable and okro soup, ranging from N1200-1500.",,"Rice, beans, spaghetti, and swallow","Rice and stew with  Beans, Meat and fish N1,500 Swallow: Apu, Semo and garri  Soup Egusi, bitter leaf, vegetable and okro soup, ranging from N1200-1500.",,"Rice, beans, spaghetti, and swallow","Rice and stew with  Beans, Meat and fish N1,500 Swallow: Apu, Semo and garri  Soup Egusi, bitter leaf, vegetable and okro soup, ranging from N1200-1500.",,,,,
Joy Fish Service,joy-fish-service,grills,,,,,,standard,"She sells Roasted catfish with Chips ranging from N3500-6,000",07019090219,Lifecamp T-shirt junction opposite AP filling station.,Life Camp,Abuja,FCT,Nigeria,9.0676466,7.4040284,true,01:00 PM,11:30 PM,01:00 PM,11:30 PM,01:00 PM,11:30 PM,01:00 PM,11:30 PM,01:00 PM,11:30 PM,01:00 PM,11:30 PM,01:00 PM,11:30 PM,Roasted Catfish with Fish,"She sells Roasted catfish with Chips ranging from N3500-6,000",,Roasted Catfish with Fish,"She sells Roasted catfish with Chips ranging from N3500-6,000",,Roasted Catfish with Fish,"She sells Roasted catfish with Chips ranging from N3500-6,000",,,,,
Madam No be lie,madam-no-be-lie,breakfast,lunch,dinner,,,,budget,"She sells Roasted and cooked Corn,N300-500  ,Roasted yam and roasted plantain with kpomo(2)N2,500 porridge beans with bread N1,300-1700 Kunu Nzaki, N300-500 Soyabean drink N1000, kunuAya N1,000 Zobo,  Apu and Soup N1500",09060775460,Lifecamp by Berger Lifecamp,Life Camp,Abuja,FCT,Nigeria,9.0785426,7.3897845,true,06:00 AM,08:00 PM,06:00 AM,08:00 PM,06:00 AM,08:00 PM,06:00 AM,08:00 PM,06:00 AM,08:00 PM,06:00 AM,08:00 PM,,,"yam, plantain, cooked corn, Apu and swallow","She sells Roasted and cooked Corn,N300-500  ,Roasted yam and roasted plantain with kpomo(2)N2,500 porridge beans with bread N1,300-1700 Kunu Nzaki, N300-500 Soyabean drink N1000, kunuAya N1,000 Zobo,  Apu and Soup N1500",,"yam, plantain, cooked corn, Apu and swallow","She sells Roasted and cooked Corn,N300-500  ,Roasted yam and roasted plantain with kpomo(2)N2,500 porridge beans with bread N1,300-1700 Kunu Nzaki, N300-500 Soyabean drink N1000, kunuAya N1,000 Zobo,  Apu and Soup N1500",,"yam, plantain, cooked corn, Apu and swallow","She sells Roasted and cooked Corn,N300-500  ,Roasted yam and roasted plantain with kpomo(2)N2,500 porridge beans with bread N1,300-1700 Kunu Nzaki, N300-500 Soyabean drink N1000, kunuAya N1,000 Zobo,  Apu and Soup N1500",,,,,
Calabar kitchen,calabar-kitchen,breakfast,lunch,dinner,rice,swallow,,budget,"She sells, Afang soup and Apu, semo or garri N2,200 Vegetable Soup N1800 White soup with pounded yam N2700 Rice and stew with meat N1500 Atama soup and Esitan soup Selected . Ekpankukwo.",08068352474,Lifecamp by Berger Lifecamp,Life Camp,Abuja,FCT,Nigeria,9.0790368,7.3872816,true,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,,,"Rice and stew with beans, Swallow and Soup.","She sells, Afang soup and Apu, semo or garri N2,200 Vegetable Soup N1800 White soup with pounded yam N2700 Rice and stew with meat N1500",,"Rice and stew with beans, Swallow and Soup.","She sells, Afang soup and Apu, semo or garri N2,200 Vegetable Soup N1800 White soup with pounded yam N2700 Rice and stew with meat N1500",,"Rice and stew with beans, Swallow and Soup.","She sells, Afang soup and Apu, semo or garri N2,200 Vegetable Soup N1800 White soup with pounded yam N2700 Rice and stew with meat N1500",,,,,
Mama Obinna,mama-obinna-row-061,breakfast,lunch,dinner,,,,budget,"Roasted Yam and porridge beans with kpomo N2,000 Roasted plantain with porridge beans and kpomo N2,000",08153847442,Life camp by 8 point Estate,Life Camp,Abuja,FCT,Nigeria,9.079551,7.3861045,true,09:00 AM,06:00 PM,09:00 AM,06:00 PM,09:00 AM,06:00 PM,09:00 AM,06:00 PM,09:00 AM,06:00 PM,09:00 AM,06:00 PM,,,"yam, plantain and porridge beans with bread.","Roasted Yam and porridge beans with kpomo N2,000 Roasted plantain with porridge beans and kpomo N2,000",,"yam, plantain and porridge beans with bread.","Roasted Yam and porridge beans with kpomo N2,000 Roasted plantain with porridge beans and kpomo N2,000 bread N300",,"yam, plantain and porridge beans with bread.","Roasted Yam and porridge beans with kpomo N2,000 Roasted plantain with porridge beans and kpomo N2,000",,,,,
Mama sunny,mama-sunny,breakfast,lunch,dinner,,,,budget,"She sells Roasted yam,and porridge beans N1,000 plantain and porridge Beans with kpomo N1,200 white rice and stew N1,000 dry garri and ground nut N400",09155256152,Life camp Front of Chimex Bottling company.,Life Camp,Abuja,FCT,Nigeria,9.0687064,7.4014437,true,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,,,,,"garri, groundnut, porridge beans, yam, plantain, and Rice.","She sells Roasted yam,and porridge beans N1,000 plantain and porridge Beans with kpomo N1,200 white rice and stew N1,000 dry garri and ground nut N400",,"garri, groundnut, porridge beans, yam, plantain, and Rice.","She sells Roasted yam,and porridge beans N1,000 plantain and porridge Beans with kpomo N1,200 white rice and stew N1,000 dry garri and ground nut N400",,"garri, groundnut, porridge beans, yam, plantain, and Rice.","She sells Roasted yam,and porridge beans N1,000 plantain and porridge Beans with kpomo N1,200 white rice and stew N1,000 dry garri and ground nut N400",,,,,
Mummy Twins,mummy-twins,breakfast,lunch,dinner,,,,budget,"Rice and stew with beans N800, Jollof rice,N800, Apu, semo and garri,with oha, okro, Egusi, bitter leaf, vegetable prices  are N1,500",09137618585,Lifecamp by gwarimkpa junction,Life Camp,Abuja,FCT,Nigeria,9.0685533,7.4014767,true,07:00 AM,02:00 PM,07:00 AM,02:00 PM,07:00 AM,02:00 PM,07:00 AM,02:00 PM,07:00 AM,02:00 PM,07:00 AM,02:00 PM,,,"Rice and stew, beans jollof, swallow and soup","Rice and stew with beans N800, Jollof rice,N800, Apu, semo and garri,with oha, okro, Egusi, bitter leaf, vegetable prices  are N1,500",,"Rice and stew, beans jollof, swallow and soup","Rice and stew with beans N800, Jollof rice,N800, Apu, semo and garri,with oha, okro, Egusi, bitter leaf, vegetable prices  are N1,500",,"Rice and stew, beans jollof, swallow and soup","Rice and stew with beans N800, Jollof rice,N800, Apu, semo and garri,with oha, okro, Egusi, bitter leaf, vegetable prices  are N1,500",,,,,
Blessing Smoothie,blessing-smoothie,drinks,,,,,,budget,"She sells Orange juice, pineapple juice, watermelon juice, Tiger nut drink, strawberry( banana,showershub, pineapple and Date)                       Avocado, cucumber, banana, pineapple and Date Watermelon, beetroot,banana, pineapple, and date. prices ranging from N1,000, 2,500-3000.",08112705103,Life camp opposite Kado fish market,Life Camp,Abuja,FCT,Nigeria,9.0677749,7.4025378,true,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,,,"Fruit juice like pineapple juice, Tiger nut etc.","She sells Orange juice, pineapple juice, watermelon juice, Tiger nut drink, strawberry( banana,showershub, pineapple and Date)                       Avocado, cucumber, banana, pineapple and Date Watermelon, beetroot,banana, pineapple, and date. prices ranging from N1,000, 2,500-3000.",,"Fruit juice like pineapple juice, Tiger nut etc.","She sells Orange juice, pineapple juice, watermelon juice, Tiger nut drink, strawberry( banana,showershub, pineapple and Date)                       Avocado, cucumber, banana, pineapple and Date Watermelon, beetroot,banana, pineapple, and date. prices ranging from N1,000, 2,500-3000.",,"Fruit juice like pineapple juice, Tiger nut etc.","She sells Orange juice, pineapple juice, watermelon juice, Tiger nut drink, strawberry( banana,showershub, pineapple and Date)                       Avocado, cucumber, banana, pineapple and Date Watermelon, beetroot,banana, pineapple, and date. prices ranging from N1,000, 2,500-3000.",,,,,
